seq,A,G,d,B,P,M,P_enc,G_enc,d_enc,M_enc,P_enc_seq,G_enc_seq,d_enc_seq,M_enc_seq
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^341Gxpi2:0Gxpi2:0Gxpi2:0@(0)  423  601,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,341,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,6,5,341,5,6,11,341,15
([])^2048Gxpi2:0@(0)  536  488,,[],2048,Gxpi2:0,,Gxpi2:0,-1,1,2048,2,-1,7,2048,12
([])^2048Gypi2:0@(0)  550  474,,[],2048,Gypi2:0,,Gypi2:0,-1,1,2048,3,-1,7,2048,13
([])^2048Gxpi2:0Gxpi2:0@(0)  557  467,,[],2048,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,1,2048,4,-1,7,2048,14
Gypi2:0([])^2048Gypi2:0@(0)  426  598,Gypi2:0,[],2048,Gypi2:0,Gypi2:0,Gypi2:0,3,1,2048,3,3,7,2048,13
Gxpi2:0Gxpi2:0Gxpi2:0([])^2048@(0)  596  428,Gxpi2:0Gxpi2:0Gxpi2:0,[],2048,,Gxpi2:0Gxpi2:0Gxpi2:0,,5,1,2048,-1,5,7,2048,-1
Gxpi2:0Gxpi2:0Gxpi2:0([])^2048Gxpi2:0@(0)  588  436,Gxpi2:0Gxpi2:0Gxpi2:0,[],2048,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,5,1,2048,2,5,7,2048,12
Gxpi2:0Gxpi2:0Gxpi2:0([])^2048Gypi2:0@(0)  578  446,Gxpi2:0Gxpi2:0Gxpi2:0,[],2048,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,1,2048,3,5,7,2048,13
Gypi2:0Gypi2:0Gypi2:0([])^2048Gxpi2:0@(0)  587  437,Gypi2:0Gypi2:0Gypi2:0,[],2048,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,6,1,2048,2,6,7,2048,12
Gypi2:0Gypi2:0Gypi2:0([])^2048Gxpi2:0Gxpi2:0@(0)  596  428,Gypi2:0Gypi2:0Gypi2:0,[],2048,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,6,1,2048,4,6,7,2048,14
(Gxpi2:0)^2048Gxpi2:0Gxpi2:0Gxpi2:0@(0)  755  269,,Gxpi2:0,2048,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,2,2048,5,-1,8,2048,15
Gxpi2:0(Gxpi2:0)^2048Gxpi2:0Gxpi2:0Gxpi2:0@(0)  554  470,Gxpi2:0,Gxpi2:0,2048,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,2,2048,5,2,8,2048,15
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^2048Gypi2:0Gypi2:0Gypi2:0@(0)  345  679,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,2048,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,2,2048,6,6,8,2048,16
Gxpi2:0(Gypi2:0)^2048Gxpi2:0Gxpi2:0Gxpi2:0@(0)  806  218,Gxpi2:0,Gypi2:0,2048,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,3,2048,5,2,9,2048,15
Gypi2:0(Gypi2:0)^2048Gxpi2:0Gxpi2:0@(0)  777  247,Gypi2:0,Gypi2:0,2048,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,3,3,2048,4,3,9,2048,14
Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^2048Gypi2:0@(0)  570  454,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,2048,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,6,3,2048,3,6,9,2048,13
Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gxpi2:0@(0)  390  634,Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gxpi2:0,Gxpi2:0,Gxpi2:0,2,4,1024,2,2,10,1024,12
Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gypi2:0Gypi2:0Gypi2:0@(0)  601  423,Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,2,4,1024,6,2,10,1024,16
Gypi2:0(Gxpi2:0Gypi2:0)^1024Gypi2:0Gypi2:0Gypi2:0@(0)  788  236,Gypi2:0,Gxpi2:0Gypi2:0,1024,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,3,4,1024,6,3,10,1024,16
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gypi2:0@(0)  596  428,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,4,1024,3,5,10,1024,13
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^1024Gxpi2:0Gxpi2:0@(0)  644  380,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,1024,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,5,4,1024,4,5,10,1024,14
(Gxpi2:0Gxpi2:0Gypi2:0)^682@(0)  697  327,,Gxpi2:0Gxpi2:0Gypi2:0,682,,,,-1,5,682,-1,-1,11,682,-1
Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gxpi2:0Gxpi2:0Gxpi2:0@(0)  548  476,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,5,682,5,2,11,682,15
Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gxpi2:0Gxpi2:0@(0)  711  313,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,3,5,682,4,3,11,682,14
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gypi2:0@(0)  755  269,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,5,682,3,5,11,682,13
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^682Gxpi2:0Gxpi2:0Gxpi2:0@(0)  760  264,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,682,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,6,5,682,5,6,11,682,15
([])^4096Gxpi2:0@(0)  568  456,,[],4096,Gxpi2:0,,Gxpi2:0,-1,1,4096,2,-1,7,4096,12
([])^4096Gypi2:0@(0)  595  429,,[],4096,Gypi2:0,,Gypi2:0,-1,1,4096,3,-1,7,4096,13
([])^4096Gxpi2:0Gxpi2:0@(0)  604  420,,[],4096,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,1,4096,4,-1,7,4096,14
Gypi2:0([])^4096Gypi2:0@(0)  476  548,Gypi2:0,[],4096,Gypi2:0,Gypi2:0,Gypi2:0,3,1,4096,3,3,7,4096,13
Gxpi2:0Gxpi2:0Gxpi2:0([])^4096@(0)  556  468,Gxpi2:0Gxpi2:0Gxpi2:0,[],4096,,Gxpi2:0Gxpi2:0Gxpi2:0,,5,1,4096,-1,5,7,4096,-1
Gxpi2:0Gxpi2:0Gxpi2:0([])^4096Gxpi2:0@(0)  596  428,Gxpi2:0Gxpi2:0Gxpi2:0,[],4096,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,5,1,4096,2,5,7,4096,12
Gxpi2:0Gxpi2:0Gxpi2:0([])^4096Gypi2:0@(0)  555  469,Gxpi2:0Gxpi2:0Gxpi2:0,[],4096,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,1,4096,3,5,7,4096,13
Gypi2:0Gypi2:0Gypi2:0([])^4096Gxpi2:0@(0)  547  477,Gypi2:0Gypi2:0Gypi2:0,[],4096,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,6,1,4096,2,6,7,4096,12
Gypi2:0Gypi2:0Gypi2:0([])^4096Gxpi2:0Gxpi2:0@(0)  547  477,Gypi2:0Gypi2:0Gypi2:0,[],4096,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,6,1,4096,4,6,7,4096,14
(Gxpi2:0)^4096Gxpi2:0Gxpi2:0Gxpi2:0@(0)  567  457,,Gxpi2:0,4096,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,2,4096,5,-1,8,4096,15
Gxpi2:0(Gxpi2:0)^4096Gxpi2:0Gxpi2:0Gxpi2:0@(0)  617  407,Gxpi2:0,Gxpi2:0,4096,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,2,4096,5,2,8,4096,15
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^4096Gypi2:0Gypi2:0Gypi2:0@(0)  336  688,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,4096,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,2,4096,6,6,8,4096,16
Gxpi2:0(Gypi2:0)^4096Gxpi2:0Gxpi2:0Gxpi2:0@(0)  784  240,Gxpi2:0,Gypi2:0,4096,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,3,4096,5,2,9,4096,15
Gypi2:0(Gypi2:0)^4096Gxpi2:0Gxpi2:0@(0)  565  459,Gypi2:0,Gypi2:0,4096,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,3,3,4096,4,3,9,4096,14
Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^4096Gypi2:0@(0)  615  409,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,4096,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,6,3,4096,3,6,9,4096,13
Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gxpi2:0@(0)  388  636,Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gxpi2:0,Gxpi2:0,Gxpi2:0,2,4,2048,2,2,10,2048,12
Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gypi2:0Gypi2:0Gypi2:0@(0)  540  484,Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,2,4,2048,6,2,10,2048,16
Gypi2:0(Gxpi2:0Gypi2:0)^2048Gypi2:0Gypi2:0Gypi2:0@(0)  707  317,Gypi2:0,Gxpi2:0Gypi2:0,2048,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,3,4,2048,6,3,10,2048,16
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gypi2:0@(0)  521  503,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,4,2048,3,5,10,2048,13
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^2048Gxpi2:0Gxpi2:0@(0)  595  429,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,2048,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,5,4,2048,4,5,10,2048,14
(Gxpi2:0Gxpi2:0Gypi2:0)^1365@(0)  665  359,,Gxpi2:0Gxpi2:0Gypi2:0,1365,,,,-1,5,1365,-1,-1,11,1365,-1
Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gxpi2:0Gxpi2:0Gxpi2:0@(0)  485  539,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,5,1365,5,2,11,1365,15
Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gxpi2:0Gxpi2:0@(0)  686  338,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,3,5,1365,4,3,11,1365,14
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gypi2:0@(0)  494  530,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,5,1365,3,5,11,1365,13
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^1365Gxpi2:0Gxpi2:0Gxpi2:0@(0)  452  572,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1365,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,6,5,1365,5,6,11,1365,15
([])^8192Gxpi2:0@(0)  575  449,,[],8192,Gxpi2:0,,Gxpi2:0,-1,1,8192,2,-1,7,8192,12
([])^8192Gypi2:0@(0)  511  513,,[],8192,Gypi2:0,,Gypi2:0,-1,1,8192,3,-1,7,8192,13
([])^8192Gxpi2:0Gxpi2:0@(0)  525  499,,[],8192,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,1,8192,4,-1,7,8192,14
Gypi2:0([])^8192Gypi2:0@(0)  519  505,Gypi2:0,[],8192,Gypi2:0,Gypi2:0,Gypi2:0,3,1,8192,3,3,7,8192,13
Gxpi2:0Gxpi2:0Gxpi2:0([])^8192@(0)  528  496,Gxpi2:0Gxpi2:0Gxpi2:0,[],8192,,Gxpi2:0Gxpi2:0Gxpi2:0,,5,1,8192,-1,5,7,8192,-1
Gxpi2:0Gxpi2:0Gxpi2:0([])^8192Gxpi2:0@(0)  519  505,Gxpi2:0Gxpi2:0Gxpi2:0,[],8192,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,5,1,8192,2,5,7,8192,12
Gxpi2:0Gxpi2:0Gxpi2:0([])^8192Gypi2:0@(0)  552  472,Gxpi2:0Gxpi2:0Gxpi2:0,[],8192,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,1,8192,3,5,7,8192,13
Gypi2:0Gypi2:0Gypi2:0([])^8192Gxpi2:0@(0)  558  466,Gypi2:0Gypi2:0Gypi2:0,[],8192,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,6,1,8192,2,6,7,8192,12
Gypi2:0Gypi2:0Gypi2:0([])^8192Gxpi2:0Gxpi2:0@(0)  530  494,Gypi2:0Gypi2:0Gypi2:0,[],8192,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,6,1,8192,4,6,7,8192,14
(Gxpi2:0)^8192Gxpi2:0Gxpi2:0Gxpi2:0@(0)  526  498,,Gxpi2:0,8192,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,2,8192,5,-1,8,8192,15
Gxpi2:0(Gxpi2:0)^8192Gxpi2:0Gxpi2:0Gxpi2:0@(0)  572  452,Gxpi2:0,Gxpi2:0,8192,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,2,8192,5,2,8,8192,15
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^8192Gypi2:0Gypi2:0Gypi2:0@(0)  348  676,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,8192,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,2,8192,6,6,8,8192,16
Gxpi2:0(Gypi2:0)^8192Gxpi2:0Gxpi2:0Gxpi2:0@(0)  1009  15,Gxpi2:0,Gypi2:0,8192,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,3,8192,5,2,9,8192,15
Gypi2:0(Gypi2:0)^8192Gxpi2:0Gxpi2:0@(0)  991  33,Gypi2:0,Gypi2:0,8192,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,3,3,8192,4,3,9,8192,14
Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^8192Gypi2:0@(0)  995  29,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,8192,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,6,3,8192,3,6,9,8192,13
Gxpi2:0(Gxpi2:0Gypi2:0)^4096Gxpi2:0@(0)  998  26,Gxpi2:0,Gxpi2:0Gypi2:0,4096,Gxpi2:0,Gxpi2:0,Gxpi2:0,2,4,4096,2,2,10,4096,12
Gxpi2:0(Gxpi2:0Gypi2:0)^4096Gypi2:0Gypi2:0Gypi2:0@(0)  1002  22,Gxpi2:0,Gxpi2:0Gypi2:0,4096,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,2,4,4096,6,2,10,4096,16
Gypi2:0(Gxpi2:0Gypi2:0)^4096Gypi2:0Gypi2:0Gypi2:0@(0)  623  401,Gypi2:0,Gxpi2:0Gypi2:0,4096,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,3,4,4096,6,3,10,4096,16
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^4096Gypi2:0@(0)  499  525,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,4096,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,4,4096,3,5,10,4096,13
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^4096Gxpi2:0Gxpi2:0@(0)  613  411,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,4096,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,5,4,4096,4,5,10,4096,14
(Gxpi2:0Gxpi2:0Gypi2:0)^2730@(0)  628  396,,Gxpi2:0Gxpi2:0Gypi2:0,2730,,,,-1,5,2730,-1,-1,11,2730,-1
Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2730Gxpi2:0Gxpi2:0Gxpi2:0@(0)  513  511,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2730,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,2,5,2730,5,2,11,2730,15
Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2730Gxpi2:0Gxpi2:0@(0)  671  353,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2730,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,3,5,2730,4,3,11,2730,14
Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2730Gypi2:0@(0)  552  472,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2730,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,5,5,2730,3,5,11,2730,13
Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2730Gxpi2:0Gxpi2:0Gxpi2:0@(0)  564  460,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2730,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,6,5,2730,5,6,11,2730,15
